financials.arpu_max,financials.arpu_min,financials.arr_max,financials.arr_min,financials.cac_max,financials.cac_min,financials.created_at,financials.gross_churn_max,financials.gross_churn_min,financials.id,financials.ltv_cac,financials.ltv_dollars,financials.ltv_months,financials.mrr_max,financials.mrr_min,financials.num_customers_max,financials.num_customers_min,financials.raised,financials.revenue_2016,financials.revenue_2017,financials.updated_at,id,industry,location,logo_url,name,num_employees,podcast.guest.advice,podcast.guest.age,podcast.guest.favorite_book_name,podcast.guest.favorite_book_url,podcast.guest.favorite_ceo_name,podcast.guest.favorite_ceo_url,podcast.guest.favorite_tool_name,podcast.guest.favorite_tool_url,podcast.guest.hours_sleep,podcast.guest.id,podcast.guest.kids,podcast.guest.married,podcast.guest.name,podcast.guest.url,podcast.id,podcast.url,private,sub_category,url,year_founded
4167.0,4167.0,10000000.0,10000000.0,25000.0,16667.0,Thu Jan 24 2019 11:03:59 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczoxNjA2,25.0,416700.0,100.0,833333.0,833333.0,200.0,200.0,32000000.0,9999996,9999996.0,Tue Sep 25 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo2MDc=,Marketing Automation,"New York, New York",https://logo.clearbit.com/http://www.socialflow.com/,SocialFlow,45.0,Buy google and fb stock.,52.0,Good to great,,,,Slack,,7,Rm91bmRlcjo1OTc=,3.0,Yes,Jim Anderson,https://www.linkedin.com/in/jim-anderson-a7215b12/,UG9kY2FzdDo1OTc=,,False,Social Media Marketing,http://www.socialflow.com/,2010.0
10.0,10.0,,48000.0,60.0,60.0,Tue Sep 11 2018 09:30:53 GMT+0000 (UTC),0.0,0.0,RmluYW5jaWFsczo5MzQ=,3.33,200.0,20.0,,4000.0,,100.0,1000000.0,48000,48000.0,Fri Aug 10 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1MTE=,Team Communication,Israel,https://logo.clearbit.com/https://www.fleeq.io/,Fleeq,4.0,Don't waste time.,42.0,Hard thing about hard things,,,,Pipedrive,,4,Rm91bmRlcjo1MDE=,2.0,No,Shai Wolkomir,https://www.linkedin.com/in/wolkomir/,UG9kY2FzdDo1MDE=,,False,Task Management,https://www.fleeq.io/,2018.0
3000.0,2000.0,,14400000.0,20000.0,18000.0,Sun Aug 12 2018 09:02:59 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo4OTE=,11.11,200000.0,100.0,,1200000.0,600.0,600.0,50000000.0,8000000,14400000.0,Sun Jun 03 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0NzE=,Technical Solutions,"Rochester, New York",https://logo.clearbit.com/https://cloudcheckr.com/,CloudCheckr,150.0,Get into tech earlier.,45.0,Servant Leadership,,Jeff Bezos,,Salesforce,,7.5,Rm91bmRlcjo0NjE=,4.0,No,Aaron Newman,Aaron Newman,UG9kY2FzdDo0NjE=,,False,Cloud Management,https://cloudcheckr.com/,2011.0
500.0,500.0,1680000.0,1680000.0,2000.0,2000.0,Mon Aug 20 2018 08:36:31 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo5MDE=,6.0,12000.0,48.0,140000.0,140000.0,500.0,500.0,4500000.0,300000,1680000.0,Wed Jun 13 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0Nzk=,Technical Solutions,"Boston, Massachusetts",https://logo.clearbit.com/https://www.botkeeper.com/,botkeeper,50.0,Discipline is critical.,29.0,Traction,,Hap Klopp,,15Five,,5.5,Rm91bmRlcjo0Njk=,1.0,Yes,Enrico Palmerino,https://www.linkedin.com/in/enricopalmerino,UG9kY2FzdDo0Njk=,,False,Accounting,https://www.botkeeper.com/,2015.0
3000.0,700.0,4000000.0,1000000.0,,,Fri Jun 01 2018 10:06:04 GMT+0000 (UTC),4.0,4.0,RmluYW5jaWFsczo4MDY=,,17500.0,25.0,333000.0,83000.0,110.0,110.0,0.0,996000,996000.0,Tue Jan 09 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTozOTk=,Marketing Automation,"Provo, Utah",https://logo.clearbit.com/https://www.linktrust.com/,LinkTrust,14.0,Helping people to stay accountable is a service to them.,44.0,Leadership and Self-Deception,,,,Zapier,,8,Rm91bmRlcjozODk=,4.0,Yes,Bret Grow,https://www.linkedin.com/in/bretgrow/,UG9kY2FzdDozODk=,,False,Affiliate Marketing,https://www.linktrust.com/,2002.0
3000.0,3000.0,1800000.0,1800000.0,,,Sat Oct 27 2018 09:15:56 GMT+0000 (UTC),,,RmluYW5jaWFsczoxMjEw,,16000.0,48.0,150000.0,150000.0,30.0,50.0,200000.0,1440000,1800000.0,Mon Oct 01 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueToxMjI=,Sales Automation,San Francisco,https://logo.clearbit.com/hiplead.com,HipLead,17.0,Commit to one thing and go for it.,36.0,Hard thing about hard things,,Marc Benioff,,Zapier,,7,Rm91bmRlcjoxMjI=,0.0,Yes,Conor Lee,,UG9kY2FzdDoxMjI=,,False,Contact Data,hiplead.com,2012.0
25.0,25.0,,54000000.0,30.0,20.0,Tue Apr 10 2018 12:41:20 GMT+0000 (UTC),7.0,5.0,RmluYW5jaWFsczo3NDU=,45.0,900.0,36.0,,4500000.0,,180000.0,0.0,34800000,54000000.0,Fri Dec 01 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueTozNDM=,Team Communication,San Francisco,https://logo.clearbit.com/https://www.jotform.com/,JotForm,75.0,Pay more attention to your finance class.,57.0,Steve Jobs Biography,,Tim Cook,,Twitter,,5,Rm91bmRlcjozMzc=,2.0,No,Steve Hartert,https://www.linkedin.com/in/stevehartert/,UG9kY2FzdDozMzc=,,False,Website Builders,https://www.jotform.com/,2006.0
93.0,93.0,15000000.0,15000000.0,200.0,160.0,Thu Dec 07 2017 16:31:57 GMT+0000 (UTC),5.0,5.0,RmluYW5jaWFsczozMTA=,6.25,1000.0,20.0,1400000.0,1300000.0,14000.0,14000.0,850000.0,12000000,15600000.0,Sat Nov 04 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueTo2MA==,Marketing Automation,"Vancouver, Montreal, Berlin",https://logo.clearbit.com/unbounce.com,Unbounce,184.0,“Learn how to make decisions”,44.0,How to Deliver a TED Talk,http://amzn.to/2pxydcQ,,,UsabilityHub,https://usabilityhub.com/,4,Rm91bmRlcjo2MA==,,Engaged,Oli Gardner,https://www.linkedin.com/in/oligardner,UG9kY2FzdDo2MA==,https://soundcloud.com/nathan-latka/661-how-unbounce-hit-12m-year,False,A/B Testing,unbounce.com,2009.0
10833.0,10833.0,100000000.0,25000000.0,130000.0,130000.0,Fri Feb 23 2018 17:33:40 GMT+0000 (UTC),,,RmluYW5jaWFsczo2NDQ=,,,,8333333.0,2318000.0,,214.0,20000000.0,13500000,27816000.0,Wed Jan 17 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTozMjc=,Sales Automation,"New York, NY",https://optimove.com/wp-content/uploads/2016/11/Optimove_logo.svg,Optimove,150.0,Study computer science.,40.0,Good to Great,,,,LinkedIn,,7,Rm91bmRlcjozMjE=,2.0,Yes,Pini Yakuel,https://www.linkedin.com/in/piniyakuel/,UG9kY2FzdDozMjE=,,False,CRM,https://www.optimove.com/,2009.0
7500.0,7500.0,13500000.0,13500000.0,,60000.0,Fri Feb 23 2018 11:57:32 GMT+0000 (UTC),2.0,,RmluYW5jaWFsczo2MTU=,5.0,300000.0,40.0,1125000.0,1125000.0,150.0,150.0,16000000.0,13500000,13500000.0,Mon Oct 16 2017 17:33:56 GMT+0000 (UTC),Q29tcGFueToyMTQ=,Technical Solutions,Remote,https://logo.clearbit.com/https://www.rainforestqa.com/,RainforestQA,80.0,Remember the journey is the fun part.,30.0,Sapiens,,No,,Lattice,,5,Rm91bmRlcjoyMTQ=,0.0,No,Fred Stevens-Smith,https://www.linkedin.com/in/fredstevenssmith,UG9kY2FzdDoyMTQ=,https://soundcloud.com/nathan-latka/916-saas-y-combinator-qa,False,Testing,https://www.rainforestqa.com/,2012.0
5000.0,1000.0,72000000.0,72000000.0,,,Sun Dec 09 2018 12:17:09 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczoxNDY5,,500000.0,100.0,6000000.0,6000000.0,8500.0,8500.0,78000000.0,72000000,72000000.0,Thu Sep 20 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1NjU=,Technical Solutions,"Mountain View, California",https://logo.clearbit.com/https://redislabs.com/,Redis Labs,200.0,,,Stalin Biography,,,,Salesforce,,7.5,Rm91bmRlcjo1NTU=,1.0,No,Ofer Bengal,https://www.linkedin.com/in/ofer-bengal-4a84ba6/,UG9kY2FzdDo1NTU=,,False,Cloud Management,https://redislabs.com/,2011.0
2500.0,2500.0,10000000.0,10000000.0,30000.0,,Mon Jun 11 2018 09:34:55 GMT+0000 (UTC),1.0,1.0,RmluYW5jaWFsczo4MTg=,4.0,120000.0,48.0,875000.0,875000.0,350.0,350.0,0.0,10500000,10500000.0,Wed Feb 14 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0MDk=,Technical Solutions,"Durham, North Carolina",https://logo.clearbit.com/https://www.processmaker.com/,ProcessMaker,140.0,Establish product market fit earlier.,47.0,Good To Great,,Joe Colopy,,JIRA,,6.5,Rm91bmRlcjozOTk=,3.0,Yes,Brian Reale,https://www.linkedin.com/in/brianreale/,UG9kY2FzdDozOTk=,,False,Connecting Data Sources,https://www.processmaker.com/,2008.0
30000.0,3000.0,36000000.0,3600000.0,,36000.0,Wed Jan 30 2019 12:14:32 GMT+0000 (UTC),,,RmluYW5jaWFsczoxNjEy,,,,3000000.0,300000.0,100.0,100.0,50000000.0,3600000,3600000.0,Wed Sep 26 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo2MTM=,Marketplace,"Redwood, California",https://logo.clearbit.com/https://www.kahuna.com,Kahuna,40.0,Make sure you look under your nose.,44.0,What they don't teach you at Harvard Biz School,,Marc Benioff,,Drift,,7,Rm91bmRlcjo2MDM=,2.0,Yes,Sameer Patel,https://www.linkedin.com/in/sameerpatel00,UG9kY2FzdDo2MDM=,,False,E-Commerce,https://www.kahuna.com,2012.0
,2000.0,1440000.0,792000.0,700.0,700.0,Fri Dec 01 2017 15:18:48 GMT+0000 (UTC),10.0,10.0,RmluYW5jaWFsczozMDQ=,28.57,20000.0,10.0,120000.0,66000.0,,150.0,2000000.0,500000,1000000.0,Fri Dec 01 2017 15:18:47 GMT+0000 (UTC),Q29tcGFueToyNDE=,Marketing Automation,NYC,https://logo.clearbit.com/Listenloop.com,Listen Loop,6.0,Patience,33.0,The Hard Thing About Hard Things,,Jeff Bezos,,Zapier,,8,Rm91bmRlcjoyMzQ=,2.0,Not Married,Rod Fuentes,https://www.linkedin.com/in/jrodrigofuentes/,UG9kY2FzdDoyMzQ=,https://soundcloud.com/nathan-latka/860-10-churn-when-saas-pricing,False,Paid Marketing,Listenloop.com,2013.0
,25.0,0.0,24000000.0,25.0,25.0,Mon Sep 10 2018 08:19:05 GMT+0000 (UTC),,,RmluYW5jaWFsczo5Mjc=,,,,,2000000.0,,80000.0,13000000.0,24000000,24000000.0,Thu Dec 21 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueToyNDc=,Human Resources,"Portland, OR",https://logo.clearbit.com/https://teamtreehouse.com/,Treehouse,80.0,"Nobody knows what they're doing, and it's okay",40.0,Good to Great,https://www.amazon.com/Good-Great-Some-Companies-Others/dp/0066620996,,,Outreach.io,https://www.outreach.io/,6.5,Rm91bmRlcjoyNDA=,2.0,Yes,Ryan Carson,https://www.linkedin.com/in/ryancarson/,UG9kY2FzdDoyNDA=,https://soundcloud.com/nathan-latka/947-is-he-the-new-king-of,False,Training,https://teamtreehouse.com/,2010.0
18.0,18.0,420000.0,420000.0,,,Thu Feb 22 2018 11:42:12 GMT+0000 (UTC),11.0,9.0,RmluYW5jaWFsczo1OTc=,,199.98,11.11,35000.0,35000.0,6300.0,6300.0,0.0,420000,,Wed Sep 21 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueToxNzQ=,Sales Automation,Austin,https://logo.clearbit.com/contentmarketer.io,MailShake,4.0,“I wish I knew that I could work harder”,32.0,Never Eat Alone,http://amzn.to/2do685M,Elon Musk,https://en.wikipedia.org/wiki/Elon_Musk,Buzzsumo,http://buzzsumo.com/,No,Rm91bmRlcjoxNzQ=,,,Sujan Patel,http://sujanpatel.com/,UG9kY2FzdDoxNzQ=,https://soundcloud.com/nathan-latka/ep-441-605k-revenue-agency,False,Email Communication,contentmarketer.io,2015.0
5.0,5.0,30000000.0,30000000.0,60.0,30.0,Wed Aug 15 2018 08:15:02 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo4OTU=,13.33,400.0,80.0,2500000.0,2500000.0,500000.0,500000.0,3000000.0,20000000,30000000.0,Sat Jun 09 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0NzQ=,Team Communication,"San Mateo, California",https://logo.clearbit.com/https://www.backblaze.com/,Backblaze,70.0,Be more aware of friends and coworkers.,44.0,The Five Dysfunctions of a Team,,Tim Eeds,,Google Sheets,,7.5,Rm91bmRlcjo0NjQ=,2.0,Yes,Gleb Budman,https://www.linkedin.com/in/glebbudman,UG9kY2FzdDo0NjQ=,,False,File Management,https://www.backblaze.com/,2007.0
2600.0,2600.0,20000000.0,20000000.0,75000.0,50000.0,Thu Nov 01 2018 08:53:47 GMT+0000 (UTC),3.0,1.0,RmluYW5jaWFsczoxMjM3,3.6,180000.0,72.0,1666666.0,1666666.0,648.0,648.0,47500000.0,10000000,19999992.0,Wed Aug 08 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0NTA=,Technical Solutions,"Atlanta, Georgia",https://logo.clearbit.com/https://www.qasymphony.com/,QASymphony,145.0,Travel more.,54.0,Crossing the Chasm,,Jeff Bezos,,LinkeIn,,7,Rm91bmRlcjo0NDA=,2.0,Yes,David Keil,https://www.linkedin.com/in/david-keil-14a05118/,UG9kY2FzdDo0NDA=,,False,Testing,https://www.qasymphony.com/,2011.0
15.0,15.0,222000.0,222000.0,150.0,150.0,Thu Feb 22 2018 15:25:13 GMT+0000 (UTC),3.0,3.0,RmluYW5jaWFsczo2MDM=,3.33,500.0,33.33,18500.0,18500.0,1200.0,1200.0,650000.0,85000,222000.0,Thu Jan 19 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueTozNQ==,Human Resources,"New Delhi, India",https://logo.clearbit.com/numberz.in,Numberz,37.0,Adi just wished that he could have taken the chance earlier,36.0,Good to Great,http://amzn.to/2kUUgYg,Brad Smith,https://en.wikipedia.org/wiki/Brad_D._Smith,Slack,https://slack.com/,No,Rm91bmRlcjozNQ==,,,Aditya Tulsian,https://www.linkedin.com/in/tulsianaditya,UG9kY2FzdDozNQ==,,False,Accounting,numberz.in,2015.0
130.0,130.0,62400000.0,62400000.0,25.0,25.0,Tue Feb 20 2018 21:53:00 GMT+0000 (UTC),,,RmluYW5jaWFsczo1Nzc=,,,,5200000.0,5200000.0,40000.0,40000.0,2700000.0,62400000,,Wed Jul 13 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueToxMDk=,Misc,,https://logo.clearbit.com/geekatoo.com,Geekatoo,11.0,Make sure that you get your startup out as soon as possible.,,Jason Calacanis’s Podcast,,,,Base,,,Rm91bmRlcjoxMDk=,,8,Kevin Davis,https://www.linkedin.com/in/kevin-davis-a2162531/,UG9kY2FzdDoxMDk=,https://soundcloud.com/nathan-latka/ep-396-why-he-raised-3m-then,False,,geekatoo.com,2010.0
,500.0,5000000.0,5000000.0,,,Mon Jun 18 2018 08:41:21 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo4MjU=,,50000.0,100.0,400000.0,400000.0,4000.0,4000.0,0.0,4800000,4800000.0,Thu Feb 15 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0MTY=,Team Communication,"Oslo, Norway",https://logo.clearbit.com/http://www.fotoware.com/,Fotoware ,28.0,"Don't worry, keep working you'll make it in the end.",47.0,The 7 Habits of Highly Effective People,,Arianna Huffington,,Microsoft office 365 teams,,9,Rm91bmRlcjo0MDY=,0.0,Yes,Anne Gretland,https://www.linkedin.com/in/anne-gretland-304846/,UG9kY2FzdDo0MDY=,,False,File Management,http://www.fotoware.com/,1997.0
97.0,97.0,60000.0,60000.0,,,Tue Sep 13 2016 00:00:00 GMT+0000 (UTC),2.0,2.0,RmluYW5jaWFsczoxODE=,,4850.0,50.0,5000.0,5000.0,50.0,50.0,0.0,60000,,Tue Sep 13 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueToxODE=,Team Communication,Portland,https://logo.clearbit.com/segmetrics.io,SegMetrics,8.0,“It’s not as scary as jumping off and leaving the company that you’ve been working on for 6 years to start on your own.”,35.0,Work the System,http://amzn.to/2cMWtjg,,,HarvestApp,https://www.getharvest.com/,Yes,Rm91bmRlcjoxODE=,2.0,,Keith Perhac,http://delfi-net.com/,UG9kY2FzdDoxODE=,https://soundcloud.com/nathan-latka/ep-427-1m-agency-to-launch,False,Dashboards,segmetrics.io,
500.0,500.0,30000000.0,10000000.0,,,Fri Feb 23 2018 17:44:03 GMT+0000 (UTC),,,RmluYW5jaWFsczo2NTM=,,,,2500000.0,833000.0,1666.0,1666.0,33000000.0,9996000,,Mon Feb 01 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueToxNDY=,Sales Automation,Boston,https://logo.clearbit.com/yesware.com,Yesware,80.0,,,The Alliance,http://www.amazon.com/The-Alliance-Managing-Talent-Networked/dp/1483014622,Reed Hastings,https://en.wikipedia.org/wiki/Reed_Hastings,Hearthstone,http://us.battle.net/hearthstone/en/,No,Rm91bmRlcjoxNDY=,,,Matthew Bellows,,UG9kY2FzdDoxNDY=,https://soundcloud.com/nathan-latka/ep-172-yesware-2016-goal-30m,False,CRM,yesware.com,2010.0
25000.0,20000.0,4200000.0,4200000.0,100000.0,100000.0,Fri Feb 23 2018 17:31:18 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo2NDE=,20.0,2000000.0,100.0,350000.0,350000.0,30.0,20.0,600000.0,2500000,4200000.0,Wed Jan 17 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueToyNjU=,Marketing Automation,Amsterdam,https://logo.clearbit.com/https://s6.io/,Screen6,18.0,"Ask questions, expect more questions",35.0,,,Werner Vogels,,Google Docs,,5,Rm91bmRlcjoyNTg=,3.0,Yes,David De Jong,https://www.linkedin.com/in/ddejong/,UG9kY2FzdDoyNTg=,,False,Advertising Analytics,https://s6.io/,2013.0
115.0,115.0,1380000.0,1380000.0,415.0,415.0,Sat Jan 05 2019 14:48:38 GMT+0000 (UTC),2.0,2.0,RmluYW5jaWFsczoxNTI2,13.01,5400.0,47.0,115000.0,115000.0,1000.0,1000.0,4175000.0,1380000,1380000.0,Sun Sep 23 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1OTE=,Team Communication,Bangalore,https://logo.clearbit.com/https://hiverhq.com/,Hiver,36.0,Wish he was better at coding.,38.0,Zero to One,,,,Hubspot,,7,Rm91bmRlcjo1ODE=,2.0,Yes,Niraj Ranjan Rout,https://www.linkedin.com/in/nirajranjan/?originalSubdomain=in,UG9kY2FzdDo1ODE=,,False,Project Management,https://hiverhq.com/,2011.0
,33300.0,6000000.0,6000000.0,200000.0,200000.0,Fri Jan 12 2018 00:59:04 GMT+0000 (UTC),,,RmluYW5jaWFsczozNjM=,17.5,3500000.0,,500000.0,500000.0,20.0,10.0,15000000.0,2400000,6000000.0,Fri Jan 12 2018 00:59:05 GMT+0000 (UTC),Q29tcGFueToyNTc=,Business Intelligence,"Boston, MA",https://logo.clearbit.com/https://www.celect.com/,Celect,55.0,You can do whatever you want.,43.0,Nudge,,Steve Jobs,,Uber,,7.5,Rm91bmRlcjoyNTA=,1.0,Yes,John Andrews,https://www.linkedin.com/in/johnandrews4/,UG9kY2FzdDoyNTA=,,False,Internal Data,https://www.celect.com/,2013.0
1000.0,1000.0,1200000.0,1000000.0,12000.0,7000.0,Tue Feb 13 2018 15:45:57 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo0OTQ=,5.14,36000.0,100.0,100000.0,88000.0,100.0,100.0,9500000.0,333333,1056000.0,Tue Feb 13 2018 15:45:55 GMT+0000 (UTC),Q29tcGFueTozMTY=,Human Resources,"Pleasanton, California",https://logo.clearbit.com/https://www.getcloudcherry.com/,CloudCherry,74.0,wished he knew programming back then,37.0,High Output Management,,Nick Mehta,,Trello,,5,Rm91bmRlcjozMTA=,2.0,Yes,Vinod Muthukrishnan,https://www.linkedin.com/in/vinodmkrishnan/,UG9kY2FzdDozMTA=,,False,Support,https://www.getcloudcherry.com/,2014.0
900.0,900.0,1000000.0,1000000.0,5400.0,5400.0,Fri Jul 20 2018 08:42:09 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo4NjE=,5.0,27000.0,30.0,90000.0,90000.0,100.0,100.0,2000000.0,500000,1080000.0,Thu Apr 12 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0NDg=,Marketing Automation,"Victoria, Canada",https://logo.clearbit.com/https://www.referralsaasquatch.com/,SaaSquatch,15.0,"It can take longer than you think, have fun on the ride.",31.0,Four Disciplines of Execution,,Ed Catmull,,Jira,,8,Rm91bmRlcjo0Mzg=,0.0,Yes,Will Fraser,https://www.linkedin.com/in/wifraser/,UG9kY2FzdDo0Mzg=,,False,Referral marketing,https://www.referralsaasquatch.com/,2013.0
,208.0,10000000.0,10000000.0,,,Fri Feb 23 2018 18:47:33 GMT+0000 (UTC),,,RmluYW5jaWFsczo2ODI=,,,,833333.0,833333.0,,4000.0,,10000000,9999996.0,Wed Sep 27 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueToyOTI=,Marketing Automation,"New York, NY",https://logo.clearbit.com/https://bombora.com/,Bombora,70.0,"Be patient, think big.",47.0,Lords of Finance,,Steve Jobs,,Surfline,,6,Rm91bmRlcjoyODY=,4.0,Yes,Erik Matlick,https://www.linkedin.com/in/erik-matlick-a6430/,UG9kY2FzdDoyODY=,https://soundcloud.com/nathan-latka/895-10m-balancing-act-between,False,Lead Generation,https://bombora.com/,2014.0
,4166.0,50000000.0,50000000.0,75000.0,45000.0,Tue Feb 20 2018 17:33:14 GMT+0000 (UTC),0.0,0.0,RmluYW5jaWFsczo1NzA=,,,,4166667.0,4166667.0,,1000.0,68000000.0,50000000,50000004.0,Tue Oct 17 2017 20:36:59 GMT+0000 (UTC),Q29tcGFueToyMTI=,Human Resources,San Francisco,https://logo.clearbit.com/https://dynamicsignal.com/,DynamicSignal,200.0,Know that its more important to fail and don't be scared.,48.0,Business Adventures,http://amzn.to/2zdam5F,Tony Shea,,Owler,,5,Rm91bmRlcjoyMTI=,2.0,Yes,Jim Larrison,https://www.linkedin.com/in/jlarrison/,UG9kY2FzdDoyMTI=,,False,Communication,https://dynamicsignal.com/,2010.0
3000.0,1000.0,3120000.0,3120000.0,,,Sat Jun 16 2018 09:17:38 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo4MjM=,,12000.0,12.0,260000.0,260000.0,350.0,300.0,0.0,1560000,3120000.0,Thu Feb 15 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0MTQ=,Technical Solutions,"Tel Aviv, Israel",https://logo.clearbit.com/https://webhose.io/,WebHose,20.0,Failing is part of the success.,41.0,,,,,Google Analytics,,6.5,Rm91bmRlcjo0MDQ=,3.0,Yes,Ran Geva,https://www.linkedin.com/in/rangeva/,UG9kY2FzdDo0MDQ=,,False,Connecting Data Sources,https://webhose.io/,2015.0
30.0,30.0,360000.0,36000.0,,,Wed Feb 21 2018 00:59:20 GMT+0000 (UTC),0.0,0.0,RmluYW5jaWFsczo1ODQ=,,,,30000.0,3000.0,1000.0,100.0,700000.0,36000,36000.0,Wed Jan 04 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueToxMzA=,Sales Automation,DC,https://logo.clearbit.com/illumineto.com,Illumineto,4.0,Nick wished he knew that starting a company was not as hard as he thought it would be and wished he’d started earlier,38.0,Built to Last,,Drew Houston,,API.ai,,No,Rm91bmRlcjoxMzA=,,,Nick Caruso,https://www.linkedin.com/in/stevenbenson,UG9kY2FzdDoxMzA=,https://soundcloud.com/nathan-latka/ep-562-illumineto-raised-700k,False,Contact Data,illumineto.com,2015.0
1300.0,1300.0,171600.0,171600.0,,,Fri Aug 24 2018 08:58:23 GMT+0000 (UTC),,,RmluYW5jaWFsczo5MDU=,,,,14300.0,14300.0,11.0,11.0,250000.0,150000,171600.0,Fri Jun 22 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0ODM=,Sales Automation,"London, England",https://logo.clearbit.com/https://sorryasaservice.com/,Sorry as a Service,20.0,Start faster.,36.0,How to Win Friends and Influence People,,Pat Flynn,,Gmail,,7.5,Rm91bmRlcjo0NzM=,1.0,No,Indrek Poldvee,,UG9kY2FzdDo0NzM=,,False,CRM,https://sorryasaservice.com/,2015.0
3000.0,3000.0,720000.0,720000.0,,,Thu Feb 15 2018 00:12:53 GMT+0000 (UTC),,,RmluYW5jaWFsczo1MTE=,,,,60000.0,60000.0,20.0,20.0,2000000.0,600000,720000.0,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueToyMw==,Connecting Data Sources,Cincinnati,https://logo.clearbit.com/astronomer.io,Astronomer,25.0,Ry would tell himself to be bold and to be confident,44.0,7 Habits of Highly Effective People,https://www.amazon.com/Habits-Highly-Effective-People-Powerful/dp/0743269519,Dennis Mortensen,https://www.linkedin.com/in/dennismortensen/,Fabricator,https://fbrctr.github.io/,No,Rm91bmRlcjoyMw==,3.0,,Ry Walker,https://www.linkedin.com/in/rywalker/,UG9kY2FzdDoyMw==,https://soundcloud.com/nathan-latka/ep-618-astronomer-io-2-yrs-old,False,,astronomer.io,2015.0
100.0,100.0,3600000.0,3600000.0,50.0,50.0,Tue Nov 20 2018 10:46:33 GMT+0000 (UTC),3.0,2.0,RmluYW5jaWFsczoxMzIz,100.0,5000.0,20.0,300000.0,300000.0,3000.0,3000.0,180000.0,3600000,3600000.0,Mon Sep 17 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1NDQ=,Sales Automation,"Los Angeles, California",https://logo.clearbit.com/https://lexicata.com/,Lexicata,18.0,Its always harder and takes longer,31.0,Lean Startup,,"Gary Swort, CEO of Polaris",,Autopilot for email marketing,,6,Rm91bmRlcjo1MzQ=,0.0,No,Michael Chasin,https://www.linkedin.com/in/michaelechasin/,UG9kY2FzdDo1MzQ=,,False,CRM,https://lexicata.com/,2014.0
,6000.0,,96000000.0,,720000.0,Sun Feb 25 2018 14:36:32 GMT+0000 (UTC),,,RmluYW5jaWFsczo3MDM=,,,,,8000000.0,1300.0,1300.0,160000000.0,96000000,96000000.0,Thu Jun 01 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueToyMDE=,Technical Solutions,"Redwood City, CA",https://logo.clearbit.com/sumologic.com,Sumo Logic,250.0,Ramin would tell himself that the flow and steady path will pay off in the long run.,45.0,Good To Great,,Tom Reilly,,Twitter and LinkedIn,,6.7,Rm91bmRlcjoyMDE=,2.0,,Ramin Sayar,,UG9kY2FzdDoyMDE=,,False,Security,sumologic.com,2010.0
